judul,berita
"
                    Bank Artos Ganti Nama Jadi Bank Jago                ","
                        Jakarta, CNN Indonesia -- PT , Tbk resmi ganti nama menjadi PT , Tbk. Pergantian nama seiring dengan transformasi perusahaan usai akuisisi oleh Jerry Ng dan Patrick Walujo.,""Berdasarkan Keputusan Deputi Komisioner Pengawas Perbankan I Otoritas Jasa Keuangan (OJK Nomor KEP-95/PB.1/2020 tanggal 27 Mei 2020 tentang Penggunaan Izin Usaha atas nama Bank Artos menjadi Bank Jago,"" ujar Sekretaris Perusahaan sekaligus Direktur Kepatuhan Tjit Siat Fun, mengutip dari Keterbukaan Informasi Bursa Efek Indonesia (BEI), Jumat (12/6).,Selain mengubah nama, perusahaan juga mengumumkan memindahkan kantor pusatnya dari Bandung, Jawa Barat, ke Menara BTPN, Jakarta Selatan.,
,
,Pemindahan alamat kantor sudah disetujui OJK pada 8 Mei 2020 melalui surat OJK Nomor S-19/PB.1/2020.,""Penyampaian laporan ini untuk memenuhi peraturan mengenai keterbukaan informasi yang harus segera diumumkan kepada publik,"" jelasnya.,Bank Artos, kini Bank Jago, melantai di BEI dengan kode emiten ARTO. Berdasarkan laporan keuangan perusahaa, pada kuartal I 2020, perusahaan mencatat kerugian Rp25,37 miliar atau melonjak hingga 321 persen., ,
                                                ,
                    "
"
                    Pandemi Bikin Masyarakat Makin Melek Keuangan                ","
                        Jakarta, CNN Indonesia -- Perencana Keuangan dari ZAP Finance Prita Ghozie mengungkapkan pandemi , (covid-19) membuat masyarakat semakin sadar akan pentingnya perencanaan ,.,Mengutip riset McKinsey, Prita menyebut sebanyak 83 persen masyarakat Indonesia kini mulai sadar keuangan karena wabah tersebut.,""Satu hal positif yang memang kita bisa tarik dari pandemi ini adalah berdasarkan riset McKinsey 83 persen orang Indonesia itu melek keuangan,"" ujarnya dalam live Instagram, Kamis (11/6).,
,
,Sebagai contoh, kata dia, masyarakat mulai mengevaluasi kembali persiapan dana darurat mereka. Sebab, pandemi mengajarkan masyarakat untuk berjaga-jaga menghadapi situasi tak terduga.,Di samping itu, masyarakat mulai melirik investasi untuk mempersiapkan dana masa depan mereka. Namun, tak sembarang investasi bisa menarik minat masyarakat. Menurut Prita, terdapat tiga karakteristik investasi yang dicari masyarakat saat ini, yakni likuiditas, jangka waktu, dan jauh dari risiko gagal bayar.,Ia pun menyarankan masyarakat untuk mulai mengelola keuangan mereka. Pasalnya, pandemi covid-19 berdampak pada kondisi perekonomian domestik maupun global.,""Jadi untuk teman-teman yang saat ini pemasukan masih ada, itu benar-benar harus bisa mengelola keuangan dengan sebaik-baiknya,"" ucapnya.,Untuk diketahui, pertumbuhan ekonomi diramal turun tajam akibat pandemi covid-19. Menteri Keuangan Sri Mulyani memprediksi ekonomi Indonesia hanya tumbuh 2,3 persen tahun ini. Bahkan, dalam skenario terburuknya ekonomi RI minus hingga 0,4 persen.,""Outlook PE kita yang menurun di 2,3 persen bahkan jika semakin berat bisa negatif 0,4 persen,"" ujarnya beberapa waktu lalu.,Sementara itu, Bank Dunia memprediksi pertumbuhan ekonomi global tahun ini minus 5,2 persen. Ini akan menjadi resesi ekonomi global terburuk dalam 80 tahun terakhir atau sejak perang dunia II pada 1940 silam., ,
                                                ,
                    "
"
                    BPJS Kesehatan Tanggung Utang Rp6,5 T ke Rumah Sakit                ","
                        Jakarta, CNN Indonesia -- , menanggung ,sebesar Rp6,5 triliun kepada , (RS). Utang tersebut tercatat sampai dengan 11 Juni 2020 kemarin.,""Pada posisi 11 Juni gagal bayar BPJS Kesehatan Rp6,5 triliun, kami berhutang maksimal 28 hari kalender. Kemudian seperti pengelolaan, (uang kas) biasa, kami dalam posisi menyiapkan uang,"" ucap Direktur Keuangan dan Investasi BPJS Kesehatan Kemal Imam Santoso.,Kemal mengatakan pihaknya masih mengumpulkan dana untuk membayar kapitasi sebesar Rp1 triliunan yang jatuh pada tanggal 15 tiap bulannya.,
,
,Dari sisi penerimaan untuk membayar utang tersebut, dia bertutur, setiap bulannya BPJS Kesehatan menerima Rp4,1 triliun dari penerima bantuan iuran (PBI).,Untuk melunasi utang ini, Kemal mengusulkan agar khusus bulan ini pihaknya dapat menerima dana PBI dua bulan sekaligus atau Rp8,2 triliun sehingga untuk tutup buku Juni masalah itu dapat diselesaikan.,""Awalnya kami mengajukan usulan PBI dibayarkan 2 bulan, Rp4,1 triliun sebulan, kalau dua bulan Rp8,2 triliun tapi ini masih dalam proses,"" tambahnya., ,
                                                ,
                    "
"
                    Iuran Naik, Defisit BPJS Kesehatan Tinggal Rp185 M pada 2020                ","
                        Jakarta, CNN Indonesia -- ,memproyeksi ,keuangan pada akhir tahun ini sebesar Rp185 miliar. Angkanya menurun signifikan dari prediksi semula, Rp3,9 triliun, karena pemerintah mengerek iuran peserta mulai Juli 2020.,Sebelumnya, kenaikan iuran itu tertuang dalam Peraturan Presiden Nomor 64 Tahun 2020 tentang Perubahan Kedua Atas Peraturan Presiden Nomor 82 tahun 2018 tentang Jaminan Kesehatan.,""Dengan ada Perpres 64 Tahun 2020, pada akhir tahun diproyeksikan kurang lebih situasi lebih baik walaupun masih defisit sebesar Rp185 miliar,"" kata Direktur Utama BPJS Kesehatan Fachmi Idris, Kamis (11/6).,
,
,Melalui Perpres 64 Tahun 2020, iuran peserta kelas mandiri akan naik hampir 100 persen mulai bulan depan. Hal ini khususnya bagi peserta mandiri kelas I dan II.,Rinciannya, iuran peserta mandiri kelas II naik dari Rp51 ribu menjadi Rp100 ribu per bulan. Sementara, kelas I naik dari Rp80 ribu menjadi Rp150 ribu per bulan.,Lalu, iuran peserta mandiri kelas III baru akan naik awal tahun depan. Kalau sebelumnya jumlah yang dibayar hanya Rp25 ribu, nantinya naik menjadi Rp35 ribu.,Proyeksi defisit hingga Rp3,9 triliun sebelumnya muncul dari perhitungan setelah Mahkamah Agung (MA) mengabulkan judicial review Peraturan Presiden (Perpres) Nomor 75 Tahun 2019 tentang Jaminan Kesehatan yang diteken Presiden Joko Widodo (Jokowi) pada 24 Oktober 2019.,Judicial review ini diajukan oleh Komunitas Pasien Cuci Darah (KPCDI) yang keberatan dengan kenaikan iuran BPJS Kesehatan. Dalam putusannya, MA membatalkan kenaikan iuran BPJS yang sudah berlaku sejak 1 Januari 2020.,""Dengan adanya putusan MA, April sampai Desember 2020 kami hitung defisit Rp3,9 trililun. Ini belum memperhitungkan dampak penyebaran virus corona,"" kata Fachmi.,Dengan perhitungan defisit yang lebih rendah, Fachmi meyakini arus kas BPJS Kesehatan akan lebih baik dari sebelumnya. Dengan demikian, BPJS Kesehatan bisa membayar utang jatuh tempo kepada rumah sakit.,""Bisa lebih baik untuk membayar rumah sakit, tidak perlu mengalami gagal bayar lebih panjang,"" pungkas Fachmi., ,
                                                ,
                    "
"
                    BRI Akan Utang Rp14 T dengan Bunga 1,9 Persen dari Bank Asing                ","
                        Jakarta, CNN Indonesia -- PT Bank Rakyat Indonesia (Persero) Tbk atau ,akan menghimpun , luar negeri US$1 miliar atau setara Rp14 triliun (kurs Rp14 ribu per dolar AS). Utang akan ditarik sebagai bantalan jika mereka tak mendapat bantuan,dari pemerintah.,Direktur Utama BRI Sunarso menyebut pihaknya telah ditawari utang oleh 13 bank asing. Utang tersebut sudah siap cair dengan bunga 1,9 persen.,""Kalau (BRI) tidak dapat bantuan likuiditas karena enggak memenuhi syarat layak dibantu, saya bikin utang ke luar negeri, 13 bank sudah komit untuk membantu BRI US$1 miliar. Ini bisa tarik kapan saja dengan suku bunga dalam dolar 1,9 persen, itu yang akan dijadikan cadangan,"" katanya lewat video conference pada Selasa (16/6).,
,
,Utang tersebut dinilainya penting demi memastikan ekspansi perseroan yang berdampak langsung kepada penyaluran kredit pelaku usaha kecil dan menengah (UMKM). Apalagi sebagai BUMN yang mendapat mandat memberi restrukturisasi kredit kepada pelaku usaha.,Sebelumnya, Kementerian Keuangan menyebut pihaknya siap mendukung likuiditas bank yang memberikan restrukturisasi atau keringanan kredit kepada nasabah UMKM terdampak virus corona.,Namun, tidak sembarang bank bisa mendapatkan dana pemerintah. Sesuai Peraturan Pemerintah Nomor 23 Tahun 2020 yang mengatur kebijakan pemulihan ekonomi, disebutkan bahwa penempatan dana dilakukan pada bank peserta yang sesuai kriteria Peraturan Menteri Keuangan Nomor 64 Tahun 2020.,Bank peserta harus terlebih dahulu memaksimalkan sumber likuiditasnya di Pasar Uang Antar Bank (PUAB) dan Repo BI. Kalau hal itu dilakukan, namun posisi Penyangga Likuiditas Makroprudensial (PLM) turun hingga batas minimal 6 persen dan bank masih dalam kondisi sehat, maka mereka boleh mengajukan penempatan dana pemerintah.,Sunarso pesimis akan menerima bantuan likuiditas. Pasalnya, untuk bank raksasa seperti BRI yang memiliki aset sebesar Rp1.400 triliun, akan sulit bagi pihaknya menyentuh kekeringan likuiditas , hingga 6 persen.,""Sebagai seorang dirut apa akan tega membiarkan bank sistemik menyisakan , 6 persen? Pasti jantung saya engga kuat dan harus menjaga di atas 6 persen akibatnya kami tidak akan dapat likuiditas itu,"" jelasnya.,Ia menambahkan, dari 11,7 juta debitur Bank Himbara yang memerlukan restrukturisasi, ada 9,6 juta yang merupakan nasabah BRI. Dalam menyalurkan fasilitas restrukturisasi, likuiditas perbankan diakuinya terganggu akibat penundaan penerimaan kredit pinjaman. ,Tercatat hingga 31 Maret 2020, realisasi restrukturisasi kredit telah diberikan kepada 2,63 juta nasabah dengan total baki debet sebesar Rp160,5 triliun. 1,28 juta di anataranya merupakan nasabah usaha mikro, nasabah Kredit Usaha Rakyat (KUR) sebanyak 1,23 juta dan diikuti oleh pelaku ritel sebanyak 90,6 ribu nasabah., ,
                                                ,
                    "
"
                    Menko PMK Sebut Iuran BPJS Harusnya di Atas Rp200 Ribu                ","
                        Jakarta, CNN Indonesia -- Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan (PMK) ,menyatakan kenaikan , saat ini dan yang akan berlaku pada Juli 2020 mendatang masih jauh dari angka ideal. Menurutnya, jika mengacu pada hitungan aktuaria, iuran yang harusnya dibayarkan peserta , lebih dari Rp200 ribu per bulan.,""Iuran yang berlaku saat ini masih di bawah perhitungan aktuaria. Perhitungan sudah dilakukan lembaga yang kredibel,"" ucap Muhadjir, Kamis (11/6).,Untuk peserta mandiri kelas I misalnya, ia memaparkan berdasarkan perhitungan aktuaria, iuran seharusnya Rp286.085 per bulan. Kemudian, peserta mandiri kelas II sebesar Rp184.617 per bulan dan kelas III sebesar Rp137.221 per bulan.,
,
,Tapi, karena merasa memiliki tanggung jawab melaksanakan program Jaminan Kesehatan Nasional, pemerintah tidak memberlakukan iuran seperti perhitungan aktuaria. Meski demikian, Muhadjir mengakui pemerintah tidak bisa jika harus menanggung beban banyak terus menerus untuk mengimplementasikan program jaminan kesehatan nasional.,Makanya itu, pemerintah memberlakukan kenaikan iuran secara berkala.,""Karena ini gotong royong, sehingga ini ditanggung bersama-sama. Tapi bukan berarti pemerintah tidak ikut bertanggung jawab. Ada kenaikan secara berkala, tapi untuk kelas III belum pernah direvisi sejak 2014,"" jelas Muhadjir.,Diketahui, pemerintah akan mengerek iuran BPJS Kesehatan pada Juli 2020 mendatang untuk peserta mandiri kelas I dan II. Detailnya peserta kelas I naik dari Rp80 ribu menjadi Rp150 ribu per bulan, sedangkan kelas II naik ari Rp51 ribu menjadi Rp100 ribu per bulan.,Lalu, iuran peserta mandiri kelas III baru akan naik awal tahun depan. Kalau sebelumnya jumlah yang dibayar hanya Rp25 ribu, nantinya naik menjadi Rp35 ribu. Aturan itu tertuang dalam Peraturan Presiden Nomor 64 Tahun 2020 tentang Perubahan Kedua Atas Peraturan Presiden Nomor 82 tahun 2018 tentang Jaminan Kesehatan., ,
                                                ,
                    "
"
                    New Normal, Mandiri Pangkas Kantor Cabang dengan Realokasi                ","
                        Jakarta, CNN Indonesia -- PT ,(Persero) Tbk bakal memangkas jumlah kantor cabang untuk menyongsong fase normal baru (, di tengah pandemi , (covid-19) dengan cara merealokasi kantor yang letaknya berdekatan. Namun realokasi ini disebut tidak akan mengurangi jumlah pegawai.,Mandiri juga menargetkan 75 persen kantor cabang yang sempat ditutup di masa Pembatasan Sosial Berskala Besar (PSBB) beroperasi kembali di akhir Juni, dan 100 persen pada akhir Juli.,Direktur Utama Bank Mandiri Royke Tumilaar mengatakan bahwa pihaknya juga terus mendorong transformasi menuju digital. Salah satunya, meminta para debiturnya untuk mengajukan restrukturisasi kredit secara online untuk mengurangi interaksi tatap muka.,
,
,""Mungkin ke depan cuma 20 persen cabang kami yang cukup untuk melayani (termasuk kredit),"" ucapnya dalam diskusi online, Jumat (29/5).,Menurut Royke, isu ketenagakerjaan akan muncul jika jumlah kantor cabang bank berlogo pita emas ini berkurang signifikan. Sebab, mau tak mau tenaga kerja yang saat ini berhadapan langsung dengan nasabah harus dialihkan ke divisi lain yang mendukung transformasi bank ke arah digital.,""Saya juga bicara kepada serikat pekerja akan berkurang cabang kita karena tuntutan transaksi digital ini akan tinggi,"" tuturnya.,Meski demikian, ia optimistis bahwa dampaknya terhadap pengurangan jumlah karyawan tidak akan besar sebab digitalisasi akan membuat proses transaksi lebih cepat dan membuat bisnis bisa tumbuh lebih tinggi.,""Efeknya pada ekonomi kalau bank bisa cepat penyaluran uang ke banyak tempat dan banyak nasabah baru tentunya itu akan menyerap tenaga kerja pada akhirnya dan memunculkan bisnis-bisnis baru. Dan saya bicara ke teman-teman untuk switch dengan bisnis ke depan,"" terang Royke.,Selain itu Mandiri juga menyatakan siap untuk meningkatkan keahlian karyawan agar bisa beradaptasi dengan perubahan teknologi perbankan.,Sejauh ini, lanjut Royke, ada satu juta debitor perusahaannya yang layak untuk melakukan restrukturisasi kredit. Mayoritas debitur yang melakukan restrukturisasi kredit berasal dari UMKM dengan kriteria yang mengacu pada Peraturan Otoritas Jasa Keuangan nomor 11/POJ.03/2020.,""Kami terus bergerak melakukan restrukturisasi nasabah yang terdampak Covid-19, di Bank Mandiri hampir 1 Juta nasabah yang harus direstrukturisasi,"" ujarnya., ,
                                                ,
                    "
"
                    Laba Bank Mandiri Tumbuh Melambat ke Rp7,92 T Kuartal I 2020                ","
                        Jakarta, CNN Indonesia -- PT ,(Persero) Tbk membukukan , bersih sebesar Rp7,92 triliun sepanjang kuartal I 2020. Angka ini tumbuh 9,44 persen dibandingkan tahun sebelumnya (,/yoy) yaitu Rp7,2 triliun.,Kendati mencetak pertumbuhan laba, namun pertumbuhan laba perseroan melambat dibandingkan periode yang sama tahun lalu. Pada kuartal I 2019, laba perseroan tercatat naik 23,43 persen secara tahunan.,""Di tengah pandemi Bank Mandiri masih menunjukkan kinerja yang sehat. Kami memproyeksi dampak Covid-19 baru akan terlihat lebih jelas pada capaian kinerja kuartal II 2020,"" ujar Direktur Keuangan dan Strategi Bank Mandiri Silvano Rumantir, dalam paparan kinerja virtual, Senin (8/6).,
,
,Ia mengatakan capaian laba ditopang dari pertumbuhan, sebesar 23,95 persen (yoy) dari Rp6,24 triliun menjadi Rp7,73 triliun.,Hingga kuartal I 2020, lanjutnya, rasio-rasio keuangan utama Bank Mandiri masih solid. Ia menggarisbawahi , tumbuh 111,09 persen dari 145,56 persen menjadi 256,65 persen Januari-Maret Lalu.,Kemudian, profitabilitas masih terjaga dengan, (ROE) naik 0,25 persen dari 92,55 persen menjadi 92,80 persen dan, (ROA) naik tipis 0,03 persen dari 3,14 persen menjadi 3,17 persen.,Dalam kesempatan yang sama, Direktur Treasury dan International Banking Bank Mandiri Darmawan Junaidi mengatakan kinerja kredit juga menopang pertumbuhan laba perseroan. Tercatat, kredit konsolidasi tumbuh 14,20 persen dari Rp790,5 triliun pada Maret 2019 menjadi Rp902,7 triliun pada Maret 2020.,Darmawan menuturkan pertumbuhan kredit terjadi di seluruh segmen. Lebih rinci, portofolio kredit di segmen konsumer naik 8,93 persen dari Rp87,2 triliun menjadi Rp95 triliun, kredit komersial naik 15,35 persen dari Rp130,2 triliun menjadi Rp150,2 triliun, dan kredit korporasi naik 16,78 persen dari Rp281,4 triliun menjadi Rp328,7 triliun. Sedangkan kredit segmen mikro tumbuh 17,11 persen dari Rp106,5 triliun menjadi Rp124,7 triliun.,Bank Mandiri tercatat menyalurkan kredit UMKM hingga Maret 2020 mencapai Rp89,2 triliun, tumbuh 6,90 persen secara tahunan, kepada lebih dari 929 ribu pelaku UMKM. Sedangkan untuk program Kredit Usaha Rakyat (KUR), total KUR yang disalurkan mencapai Rp6,58 triliun, tumbuh 27,2 persen dengan jumlah penerima sebanyak 79.060 debitur.,""Ke depan Bank Mandiri akan mendorong kredit pada sektor yang tidak terdampak Covid-19 seperti farmasi, komunikasi, dan FMCG,"" ujarnya.,Sementara itu, kredit macet (,) secara gros perseroan level 2,36 persen atau membaik dari sebelumnya 2,68 persen.,Lebih lanjut, perseroan membukukan Dana Pihak Ketiga (DPK) sebesar Rp941,33 triliun, naik 13,72 triliun dari sebelumnya Rp827,76 triliun. Kinerja tersebut membuat aset Bank Mandiri tumbuh 9,46 persen dari Rp1.205,97 triliun menjadi Rp1.320 triliun pada Maret 2020., ,
                                                ,
                    "
"
                    BI Akan Tambah Bunga Simpanan Pemerintah di Bank Sentral                ","
                        Jakarta, CNN Indonesia -- ,(BI) akan memberikan tambahan bunga atas simpanan pemerintah yang ditempatkan pada rekening kas umum negara di bank sentral. Langkah ini dilakukan untuk membantu pemerintah dalam pembiayaan penanganan dampak pandemi ,.,""Kami negosiasi dengan Ibu Menteri Keuangan (Sri Mulyani Indrawati). Kami siap meningkatkan remunerasi tersebut sebagai wujud ,berbagi beban),"" ujar Gubernur BI Perry Wardjiyo dalam ,, Kamis (28/5).,Perry mengungkapkan, remunerasi bunga simpanan pemerintah itu dikaji untuk naik menjadi 80 persen dari suku bunga acuan BI per tahun.,
,
,Besaran itu meningkat dari sebelumnya, 65 persen dari suku bunga acuan BI per tahun yang diatur dalam Keputusan Bersama Menteri Keuangan dan Gubernur Bank Indonesia Nomor 17/KMK.05/2009 dan Nomor 11/3/KEP.GBI/2009.,Dalam wawancara terpisah, Direktur Eksekutif Kepala Departemen Komunikasi BI Onny Widjanarko menambahkan posisi simpanan pemerintah di bank sentral berubah-ubah. Namun, ia tak menyebutkan posisi simpanan terakhir rekening tersebut.,""Rekening pemerintah tidak hanya di BI, ada juga di bank umum. Kalau pemerintah baru jual obligasi (,) uangnya kan ditampung dulu di Bank Indonesia. Kalau dalam rupiah ditempatkan di rekening rupiah, kalau valas di rekening valas,"" ujar Onny, Jumat (29/5)., ,
                                                ,
                    "
"
                    Dapat Setoran Modal Rp255 M, BNI Syariah Naik Jadi Buku III                ","
                        Jakarta, CNN Indonesia -- PT ,Negara Indonesia (,) Syariah naik kelas menjadi Bank Umum Kategori Usaha (BUKU) III setelah mendapat setoran modal inbreng sebesar Rp255 miliar dari pemegang saham. Pada kuartal I lalu, perusahaan mencetak laba Rp214,01 miliar atau melonjak 58 persen dibandingkan periode yang sama tahun lalu.,""Penambahan modal dan kinerja pada akhir kuartal I 2020 membuat BNI Syariah naik kelas menjadi BUKU III atau mempunyai modal inti di atas Rp 5 triliun,"" kata Direktur Utama BNI Syariah Abdullah Firman Wibowo dalam keterangan resmi, dikutip Kamis (28/5).,Kenaikan laba BNI Syariah per kuartal I 2020 didorong oleh portofolio pembiayaan yang seimbang, peningkatan DPK yang optimal dengan komposisi CASA yang tinggi.,
,
,Firman melanjutkan perseroan didukung oleh kuatnya sinergi dengan BNI Group, berfokus pada segmen pembiayaan dengan risiko yang terkendali, melakukan efisiensi biaya operasional, dan berfokus pada Halal Ecosystem.,Dengan pertumbuhan laba yang positif, rasio profitabilitas BNI Syariah pun meningkat ditandai dengan meningkatnya ,(ROE) secara signifikan dari 12,79 persen pada kuartal I 2019 menjadi 17,95 persen.,Sementara itu, rasio , (ROA,) juga naik dari 1,66 persen pada kuartal 2019 menjadi 2,24 persen.,Dari sisi bisnis, BNI Syariah pada kuartal I 2020 telah menyalurkan pembiayaan sebesar Rp32,33 triliun, naik 9,80 persen dari posisi yang sama tahun 2019 sebesar Rp29,44 triliun.,Komposisi Pembiayaan terbesar disumbang oleh segmen konsumer sebesar Rp15,71 triliun (48,6 persen); segmen komersial sebesar Rp8,01 triliun (24,78 persen); segmen kecil dan menengah sebesar Rp6,69 triliun (20,68 persen).,Dari sisi liabilitas, penghimpunan Dana Pihak Ketiga (DPK) BNI Syariah pada kuartal I tahun 2020 mencapai Rp44,86 triliun, naik 16,59 persen dibandingkan periode sama pada 2019 sebesar Rp38,48 triliun.,Pertumbuhan tersebut meningkatkan rasio CASA dari 60,04 persen pada kuartal I 2019 menjadi 64,96 persen di kuartal I 2020. Pertumbuhan DPK BNI Syariah tersebut juga lebih tinggi dari pertumbuhan industri sebesar 13,18 persen , (data SPS per Februari 2020 BUS-UUS).,Jumlah rekening juga meningkat dari kuartal I 2019 sebesar 3,15 juta menjadi 3,53 juta berkat kerjasama dengan institusi, perguruan tinggi, sekolah maupun pesantren, dan komunitas.,Kinerja BNI Syariah kuartal I 2020 ini tidak lepas dari sinergi BNI Syariah dengan BNI sebagai perusahaan induk, di mana BNI Syariah didukung teknologi yang dimiliki BNI sehingga lebih efisien.,""Selain sinergi dari sisi teknologi, BNI Syariah juga bersinergi dengan BNI terkait jaringan, di mana 1.747 outlet milik BNI dapat melayani transaksi syariah melalui produk-produk BNI Syariah,"" pungkas Firman., ,
                                                ,
                    "
"
                    Bank Korea Selatan Pangkas Bunga Acuan Jadi 0,5 Persen                ","
                        Jakarta, CNN Indonesia -- Bank sentral , (Bank of Korea/BoK) memangkas ,sebesar 25 basis poin menjadi 0,5 persen. Pemangkasan itu dilakukan untuk meredam dampak pandemi , salah satunya resesi global.,""Pertumbuhan ekonomi domestik melambat secara signifikan karena virus corona dan diperkirakan merosot dan tidak dapat diprediksi di masa mendatang,"" ujar keterangan BoK yang dikutip dari AFP, Kamis (28/2).,Pemangkasan suku bunga yang baru dilakukan merupakan kali kedua dalam tiba bulan terakhir. Pada Maret lalu, BoK memangkas suku bunga acuannya sebesar 50 bsp menjadi 0,75 persen secara mengejutkan.,
,
,BoK memprediksi laju ekonomi Korea Selatan tahun ini turun 0,2 persen dihantam pandemi. Padahal, pada Februari lalu, proyeksi pertumbuhan Korea Selatan tahun ini masih 2,1 persen.,Bank sentral menengarai situasi ketenagakerjaan memburuk dengan banyaknya pekerja sektor jasa yang kehilangan pekerjaan. Selain itu, ekspor juga turun tajam.,Korea Selatan merupakan negara yang sangat bergantung pada perdagangan, sektor yang terpukul oleh wabah virus corona.,Pada kuartal I lalu, pertumbuhan ekonomi negeri ginseng turun 1,4 persen, terburuk sejak krisis ekonomi global 2008.,Dana Moneter Internasional (IMF) memperkirakan pertumbuhan ekonomi Korea Selatan turun 1,2 persen pada 2020 karena pandemi. Secara global, ekonomi diperkirakan kontraksi 3 persen atau resesi terburuk sejak era Depresi Besar (,., ,
                                                ,
                    "
"
                    Sarankan Jual Reksa Dana Sinarmas, Dirut Bibit Dicopot                ","
                        Jakarta, CNN Indonesia -- , Utama PT Bibit Tumbuh Bersama Wellson Lo dicopot dari posisinya pada Kamis (28/5). Wellson Lo digantikan oleh Sigit Kouwagam.,Dalam keterangan resmi yang diterima ,, pencopotan itu merupakan buntut dari kesalahan perusahaan menyarankan nasabah PT Sinarmas Asset Management untuk menjual atau , produk reksa dananya. Dalam hal ini, Bibit Tumbuh Bersama bertindak sebagai salah satu agen penjual reksa dana.,Insiden itu menyusul pembekuan sementara atau suspensi tujuh produk reksa dana milik Sinarmas Asset Management. Namun, OJK tidak menyarankan , reksa dana pada nasabah.,
,
,""Perusahaan melakukan pergantian posisi direktur setelah adanya pertimbangan yang kurang tepat, terkait saran yang dikirimkan Bibit tentang produk reksa dana Sinarmas Asset Management,"" kata Sigit.,Ia melanjutkan Bibit Tumbuh Bersama telah melayangkan surat permintaan maaf secara terbuka pada 27 Mei 2020 kepada Sinarmas Asset Management. Mereka mengakui terjadi kesalahan dalam saran yang diberikan kepada nasabah.,""Bibit tidak pernah meragukan kemampuan dan kekuatan Sinarmas Asset Management. Saran yang diberikan tentang produk reksa dana Sinarmas Asset Management pada 26 Mei 2020, tidak tepat,"" imbuhnya.,Sebelumnya, OJK melakukan suspensi terhadap tujuh produk reksa dana milik Sinarmas Asset Management. Informasi ini diketahui dari surat pemberitahuan elektronik Bibit Tumbuh Bersama kepada nasabah.,Dalam surat elektronik itu agen penjual menyatakan untuk sementara, nasabah tidak dapat melakukan pembelian dan , produk reksa dana tersebut karena sedang dihentikan sementara atas instruksi OJK melalui S-452/PM.21/2020 yang dikirimkan ke sistem S-INVEST per 20 Mei 2020 lalu.,Tujuh produk reksa dana itu meliputi, Danamas Pasti, Danamas Stabil, Danamas Rupiah, Danamas Rupiah Plus, Simas Saham Unggulan, Simas Syariah Unggulan, dan Simas Syariah Berkembang.,Dalam surat elektronik itu, Bibit Tumbuh Bersama juga menyarankan nasabah untuk melakukan penjualan reksa dananya untuk melindungi dana investasi.,""Kami sarankan, sebaiknya untuk melakukan penjualan/redemption sebelum cut-off time pukul 12:00 WIB hari ini untuk menjaga dana investasi kamu sampai ada penjelasan lebih lanjut,"" tulis Bibit Tumbuh Bersama.,Saat ini, nasabah sudah dapat kembali melakukan transaksi transaksi pembelian (,) dan , atas produk reksa dana Sinarmas Asset Management seperti sebelumnya.,Surat tersebut menuai reaksi keras dari Sinarmas Asset Management. Sinarmas bahkan menyatakan akan menempuh jalur hukum terhadap agen penjual reksa dana yang memberikan saran tidak sesuai dengan keputusan Otoritas Jasa Keuangan (OJK) kepada nasabah atas produk mereka.,Rencana tersebut disampaikan oleh Kuasa Hukum Sinarmas Asset Management Hotman Paris Hutapea melalui sebuah video. Dalam video berdurasi satu menit itu, ia menegaskan langkah hukum ditempuh karena saran tersebut dinilai menyesatkan.,Pasalnya, saran tidak sesuai dengan keputusan OJK yang hanya memutuskan membekukan sementara atau suspensi.,""OJK hanya memerintahkan untuk , sementara untuk ada perbaikan. OJK tidak pernah memerintahkan agar para nasabah untuk menjual reksa dananya,"" ujarnya seperti dikutip dari video tersebut, Kamis (28/5).,""Sinarmas menjalankan haknya untuk menempuh hukum perdata dan pidana kepada pihak yang menyebarkan informasi menyesatkan tersebut,"" tambahnya., ,
                                                ,
                    "
