judul,berita
Pemerintah Siapkan UMKM Masuk Pengadaan Barang BUMN dengan Proyek di Bawah Rp14 M," Kementerian Koperasi dan UKM tengah mempersiapkan 150 UMKM masuk dalam e-catalog LKPP. Langkah ini diambil dalam rangka menumbuhkan permintaan penjualan produk di tengah pandemi.,""Minggu ini ada 150 UMKM yang kita dorong masuk e-catalog LKPP,"" kata Staf Menteri Koperasi dan UKM Bidang Ekonomi Kreatif, Fiki Satari dalam Webinar bertajuk Jaga UMKM Indonesia: Kebangkitan UMKM Di Era Pandemi Covid-19, ,, Jumat (26/6).,Selain itu, pihaknya sudah bekerja sama dengan para BUMN untuk meluncurkan pasar digital. Program ini bertujuan agar UMKM masuk dalam ekosistem pengadaan barang BUMN dengan proyek di bawah Rp14 miliar.,Program ini nanti kata Fiki dibagi dalam 12 kluster. Mulai dari jasa konstruksi hingga sektor kuliner. ""Jasa konstruksi juga akan diberikan kepada UMKM. Ini untuk kepastian bisnis dari hulu ke hilir,"" ujar Fiki.,Fiki menyebut saat ini baru 13 persen atau sekitar 8 juta UMKM yang terkoneksi dengan platform digital. Padahal ada 64 juta UMKM yang menopang pertumbuhan ekonomi Indonesia. Dari jumlah tersebut 93 persen merupakan unit usaha berskala mikro dan ultra mikro.,""UMKM yang terdata 64 juta, 93 persen kelompok mikro dan ulta mikro, baik itu yang buka lapak di pinggir jalan, PKL, sampai warung yang memang sektor informal,"" kata dia.,Sebagaimana diketahui UMKM menjadi sektor yang paling terdampak krisis pandemi Covid-19. Untuk itu saat ini pemerintah tengah berusaha untuk menolong UMKM.,Strategi yang diambil pemerintah yakni dengan melakukan konsolidasi. Berusaha mengelompokkan jenis usaha untuk saling mendorong satu sama lain. Sebab saat ini yang terjadi UMKM saling sikut demi mempertahankan diri.,""Sekarang yang di bawah yang kecil ini kan saling bunuh-bunuhan. Kalau ini dikonsolidasi beberapa brand nanti pemerintah intervensinya gampang,"" katanya mengakhiri. "
Rupiah Melemah ke Rp14.220/USD Dipicu Kekhawatiran Meningkatnya Penyebaran Covid-19," Nilai tukar atau kurs , yang ditransaksikan antarbank di , pada akhir pekan tertekan kekhawatiran pasar terkait meningkatnya penyebaran pandemi Covid-19.,Rupiah ditutup melemah 45 poin atau 0,32 persen menjadi Rp14.220 per USD dari sebelumnya Rp14.175 per USD.,""Rupanya kekhawatiran pasar terhadap kenaikan penyebaran Covid-19 mendorong pelaku pasar mencari dolar AS sebagai aset aman,"" kata Kepala Riset dan Edukasi Monex Investindo Futures Ariston Tjendra dikutip dari Antara di Jakarta, Jumat (26/6).,Ariston menuturkan, tingkat imbal hasil obligasi AS tenor 10 tahun melemah hari ini ke kisaran 0,67 persen atau turun 2,6 persen.,""Ini menunjukkan demand terhadap obligasi AS meningkat,"" ujarnya.,Pagi tadi sempat terjadi penguatan pada harga aset-aset berisiko seperti indeks saham Asia dan nilai tukar emerging market, termasuk ,, terhadap dolar AS.,Penguatan tersebut mengikuti penguatan yang terjadi di pasar keuangan AS semalam.,Di pasar keuangan masih terjadi tarik menarik antara sentimen pemulihan ekonomi dan sentimen kekhawatiran kenaikan kasus dan gelombang kedua pandemi Covid-19.,Rupiah pada pagi hari dibuka menguat di posisi Rp14.105 per USD. Sepanjang hari Rupiah bergerak di kisaran Rp14.105 per USD hingga Rp14.248 per USD.,Sementara itu, kurs tengah Bank Indonesia pada Jumat menunjukkan, Rupiah melemah menjadi Rp14.239 per USD dibanding hari sebelumnya di posisi Rp14.231 per USD. "
"Bank Indonesia Catat Kepemilikan SBN per 23 Juni Rp447,5 Triliun"," Gubernur Bank Indonesia (BI), Perry Warjiyo menyatakan siap berbagi beban dengan pemerintah dalam menghadapi pandemi Covid-19. Sejak 16 April 2020, Bank Indonesia telah melakukan pembelian surat berharga negara (SBN) jangka panjang di pasar perdana sebesar Rp 30,3 triliun baik melalui lelang utama, , (GSO) dan ,.,""Kami sudah membeli SBN di pasar perdana sebesar Rp 30,3 triliun,"" kata Perry dalam Webinar Solusi Perekonomian Penanganan Pandemi Covid-19 Menghadapi Tantangan Akuntabilitas, Fleksibilitas, Kecepatan dan Risiko Kebijakan Pemulihan Ekonomi Nasional, ,, Sabtu (27/6).,Saat ini posisi kepemilikan SBN oleh BI per tanggal 23 Juni 2020 sebesar Rp 447,55 triliun. Jumlah ini termasuk pembelian SBN dari pasar sekunder untuk stabilisasi nilai tukar , sebesar Rp 166,2 triliun.,Bos Bank Indonesia ini telah bersepakat dengan pemerintah melalui Kementerian Keuangan untuk menyediakan pendanaan Anggaran Pendapatan dan Belanja Negara (APBN) yang lebih cepat. Cara ini dianggap Perry sebagai upaya bank sentral berbagi beban dengan pemerintah.,""Bank Indonesia siap untuk menyediakan pembiayaan untuk pemerintah dengan berbagi beban dan BI juga siap melakukan lebih dari itu,"" kata dia.,Tentu saja, Perry menambahkan dalam hal ini tetap melalui konsultasi dengan sejumlah pihak. Mulai dari DPR, BPK dan berbagai pihak berwenang. ""Kami juga sudah bicara dengan Kementerian Keuangan, DPR, BPK dan berbagai pihak untuk berbagai hal,"" pungkasnya., "
"LMAN Danai Pembebasan Lahan Proyek PSN Senilai Rp53,3 Triliun"," Lembaga Manajemen Aset Negara (LMAN) mencatat telah melakukan pendanaan pengadaan lahan atas 77 Proyek Strategis Nasional (PSN) senilai Rp53,348 triliun untuk 81.699 bidang seluas 123.776.150 m2 hingga 24 Juni 2020.,""Porsi terbesar untuk pendanaan ini adalah jalan tol, kemudian yang kedua bendungan, jalur kereta api, pelabuhan, dan bendungan,"" ujar Direktur Pendanaan Lahan LMAN, Qoswara dalam video konferensi, Jumat (16/6).,Adapun rinciannya, ada sebanyak 40 proyek jalan tol senilai Rp47,771 triliun, 25 proyek bendungan senilai Rp3,549 triliun, 7 proyek jalur Kereta Api senilai Rp1,328 triliun, 1 proyek pelabuhan senilai Rp0,539 triliun, dan 4 proyek irigasi senilai Rp0,151 triliun.,Sebagai informasi, LMAN merupakan BLU di bawah DJKN yang dibentuk pada 2015. Tugas inti LMAN saat ini adalah pengelolaan properti, konsultasi, dan pengadaan lahan. Mitranya bisa swasta, BUMN, KL maupun Pemda.,Direktur Utama Lembaga Manajemen Aset Negara (LMAN), Basuki Purwadi menyampaikan bahwa selama pandemi, pihaknya masih tetap produktif. Hal ini dibuktikan dengan pembayaran Rp4,389 triliun selama periode 16 Maret sampai dengan 24 Juni 2020.,""Pandemi ganggu atau tidak, saya bisa katakan bahwa LMAN tetap produktif. Bahkan lebih produktif di masa pandemi ini. Proses pembayaran 16 Maret – 24 Juni, itu kita membayarkan Rp4,3 triliun. Jadi jumlah yang cukup besar,"" ujar Direktur Utama LMAN, Basuki Purwadi dalam video konferensi, Jumat (26/6).,""Secara keseluruhan, sampai 24 Juni sudah dibayarkan Rp53,3 triliun, ini jumlah yang sangat luar biasa. PSN tol Rp47,57 triliun, non tol Rp5,6 triliun,"" imbuh dia.,Dalam kesempatan yang sama, Direktur Pendanaan Lahan LMAN, Qoswara membenarkan hal tersebut dan merincikan lebih lanjut pembayaran yang terealisasi selama pandemi berlangsung.,""Dengan pandemi Covid-19 ini, kita tidak sendiri, dengan koordinasi, sinergi dan kolaborasi dengan semua stakeholder, dapat dilakukan pembayaran sekitar Rp4,389 triliun, terbagi ke dalam dua hal, yang pertama mengenai DDT dan CoF sebesar Rp4,032 triliun dan pembayaran langsung sekitar Rp357 miliar,"" jelas Qoswara.,Presiden Joko Widodo atau Jokowi perintahkan agar segera selesaikan hambatan yang terjadi dalam pelaksanaan Proyek Strategis Nasional (PSN). Dia pun menerima laporan ada beberapa hambatan yang belum bisa diselesaikan salah satunya terkait urusan pembebasan lahan.,""Selesaikan secepatnya, secepatnya, berbagai hambatan bagi pelaksanaan PSN di lapangan. Saya menerima laporan bahwa hambatan yang paling besar masih ada urusan pembebasan lahan,"" kata Jokowi dalam rapat terbatas terkait Evaluasi Proyek Strategis Nasional (PSN) untuk Pemulihan Ekonomi Nasional dampak Covid-19 melalui siaran telekonferensi di Istana Merdeka, , Pusat, Jumat (29/6).,Mantan Gubernur DKI Jakarta tersebut juga meminta agar PSN yang sedang berjalan dipercepat khususnya yang berdampak bagi penguatan ekonomi rakyat. Serta yang berdampak pada pemulihan ekonomi nasional.,""Saya mencatat beberapa PSN yang sangat penting bagi penguatan ekonomi rakyat, misalnya seperti program sertifikasi tanah untuk rakyat, legalisasi lahan transmigrasi, reforma agraria, perhutanan sosial serta peremajaan perkebunan rakyat,"" kata Jokowi.,Reporter: Pipit Ika,Sumber: , "
"Bank Indonesia Ramal Inflasi Juni 2020 Sebesar Minus 0,01 Persen"," Bank Indonesia memprediksi inflasi Juni 2020 sebesar -0,01 persen (mtm). Sehingga perkiraan inflasi Juni 2020 secara tahun kalender sebesar 0,90 persen (ytd), dan secara tahunan sebesar 1,76 persen (yoy).,""Berdasarkan Survei Pemantauan Harga pada minggu IV Juni 2020, inflasi Juni 2020 diperkirakan sebesar -0,01 persen (mtm), lebih rendah dari bulan sebelumnya,"" kata Kepala Departemen Komunikasi Bank Indonesia, Onny Widjanarko dalam siaran persnya, ,, Jumat (26/6).,Penyumbang utama deflasi pada periode laporan antara lain berasal dari berasal dari komoditas bawang putih sebesar -0,04 persen (mtm), cabai merah, jeruk dan tarif angkutan udara masing-masing sebesar -0,03 persen (mtm), cabai rawit, gula pasir dan emas perhiasan masing-masing sebesar -0,02 persen (mtm), serta minyak goreng sebesar -0,01 persen (mtm).,Sementara itu, komoditas utama yang menyumbang inflasi yaitu daging ayam ras sebesar 0,13 persen (mtm), telur ayam ras sebesar 0,05 persen (mtm), dan tomat sebesar 0,01 persen (mtm).,Bank Indonesia akan terus memperkuat koordinasi dengan Pemerintah dan otoritas terkait untuk memonitor secara cermat dinamika penyebaran Covid-19 dan dampaknya terhadap perekonomian Indonesia dari waktu ke waktu. Bank sentra juga akan menentukan langkah-langkah koordinasi kebijakan lanjutan yang perlu ditempuh untuk menjaga stabilitas makroekonomi dan sistem keuangan, serta menopang pertumbuhan ekonomi Indonesia tetap baik dan berdaya tahan.,Badan Pusat Statistik (BPS) mencatat pertumbuhan ekonomi Indonesia pada kuartal I-2020 sebesar 2,97 persen. Pertumbuhan ekonomi tersebut mengalami kontraksi sebesar 2,41 persen jika dibandingkan dengan kuartal IV 2019.,Gubernur Bank Indonesia (BI) Perry Warjiyo mengatakan, meski angka pertumbuhan ekonomi ini lebih rendah dari perkiraan BI sebesar 4,4 persen, namun angka pertumbuhan ekonomi Indonesia lebih baik dibandingkan dengan negara-negara lain yang juga berhadapan dengan penyebaran virus corona sejak awal tahun 2020.,""Kita harus melihat, 2,97 persen ini angka yang patut disyukuri dibandingkan negara lain, tapi ini bukan untuk excuse,"" kata Gubernur BI Perry Warjiyo di Gedung Bank Indonesia, Jakarta Pusat, Rabu (6/5).,Dia mencontohkan, pertumbuhan ekonomi China pada kuartal I-2020 anjlok menjadi -6,8 persen. Selain itu, pertumbuhan ekonomi Eropa sebelum ada virus corona mencapai 1 persen, namun setelah terdampak Covid-19 menjadi -3,3 persen di kuartal I-2020.,Begitu juga dengan Singapura yang semula pertumbuhan ekonomi pada kuartal IV-2019 sebesar 1 persen, namun pada kuartal I-2020 merosot menjadi -2,3 persen. Sementara pertumbuhan ekonomi Amerika Serikat (AS) pada kuartal IV-2019 sebesar 2,3 persen, turun menjadi 0,3 persen di kuartal I-2020.,Selain itu, Korea Selatan juga mengalami penurunan pertumbuhan ekonomi. Pada kuartal IV-2019 tercatat pertumbuhan ekonomi sebesar 2,3 persen. Lalu turun menjadi 1,3 persen pada kuartal I-2020.,Dari data tersebut Perry menyimpulkan, Indonesia menjadi salah satu negara dengan pertumbuhan ekonomi tertinggi di tengah pandemi Covid-19. Sebab, pertumbuhan ekonomi kuartal I-2020 di Vietnam sebesar 3,28 persen.,""Kalau dibandingkan negara lain angka 2,97 persen, alhamdulillah jauh lebih baik dari negara yang negatif atau positif yang lebih rendah,"" jelasnya. "
"Data Kadin Catat 6,4 Juta Orang di-PHK dan Dirumahkan Hingga Mei 2020"," Kamar Dagang dan Industri (Kadin) Indonesia mencatat bahwa pekerja yang kena Pemutusan Hubungan Kerja atau di-PHK mencapai 6,4 juta orang hingga Mei. Angka tersebut didapat berdasarkan laporan berkala dari seluruh asosiasi tergabung di dalam Kadin.,""Kebetulan saya di kadin di-update diinformasikan secara reguler asosiasi bisnis dengan asosiasi di bawah Kadin kita punya 200 asosiasi, dan juga pengusaha mereka memaparkan bahwa tekanan terhadap perekonomian ini makin lama makin besar dan pada saat itu ketidakpastian menjadi sangat tinggi,"" kata Ketua Umum Kadin, Rosan P Roeslani, dalam konferensi pers rilis SMRC, Kamis (25/6),Menurutnya, tidak adanya kepastian kapan pandemi covid-19 akan berakhir menimbulkan ketidakpastian yang sangat tinggi. Sehingga persepsi terhadap perekonomian yang berat itu menjadi sangat tinggi di pertengahan akhir-akhir bulan Mei.,""Nah kalau angka-angka Kami memang yang dirumahkan itu dan di PHK itu kalau di Kadin kurang lebih 6,4 juta orang, sedikit berbeda dengan angka dari Kementerian Ketenagakerjaan 2,8 juta orang. karena memang angka itu semakin menambah setiap bulannya,"" ujarnya.,Dia menyebutkan, Asosiasi transportasi Organisasi Angkutan Darat (Organda) melaporkan kepadanya bahwa sebanyak 1,4 juta orang yang dirumahkan dan PHK. Kemudian Asosiasi Pertekstilan Indonesia (API) menyampaikan 2,1 juta orang di-PHK, dan sektor perhotelan melaporkan kurang lebih 430.000 orang.,""Lebih dari 20.000 hotel yang tutup dan melapor dan kebanyakan yang melapor itu perhotelannya daerah Jawa Barat, padahal kita tahu Hotel di Bali banyak, tapi mereka tidak melaporkan, dan sektor lainnya,"" katanya.,Selain itu, ada juga Asosiasi Satpam yang melapor pada bulan April yang telah merumahkan pegawainya sebanyak 10 persen. Lalu bulan Mei mereka lapor kembali ke Kadin, yang dirumahkan dan di-PHK mencapai 60 persen.,""Memang yang dirumahkan dan di PHK itu makin bertambah, sehingga yang terdampak awal UMKM dan yang paling banyak, lalu pekerja yang pendidikannya relatif kurang tinggi seperti satpam dan yang lain-lain,"" ungkapnya.,Rosan mengakui bahwa lebih banyak orang yang dirumahkan atau sekitar 90 persen, dari pada yang ter-PHK 10 persen. Karena yang ter-PHK otomatis perusahaan harus mengeluarkan biaya pesangon untuk pegawainya.,""Padahal saat ini perusahaan sedang tidak dalam kapasitas yang sanggup untuk membayar pesangon,"" ungkapnya.,Meskipun saat ini PSBB sudah dilonggarkan, dan mulai banyak perusahaan yang beroperasi kembali. Namun menurut Rosan tetap saja produktivitas perusahaan akan menurun. Sebab, faktor physical distancing di dalam kantor dan pabrik, ditambah pembatasan orang dan shift kerja.,""Cost (biaya) mereka harus melengkapi protokol covid-19, masker, hand sanitizer dan protokol-protokol lainnya untuk pegawai yang menyebabkan pengusaha pendapatannya akan menurun, karena produktivitasnya juga menurun,"" pungkasnya.,Reporter: Tira Santia,Sumber: , "
"Pengunjung Mal Hanya 40 Persen, Pengelola Minta Pemerintah Bantu soal Kelistrikan"," Asosiasi Pengelola Pusat Belanja Indonesia (APPBI) mencatat bahwa masih belum banyak pengunjung ke pusat perbelanjaan yang telah dibuka sejak 15 Juni 2020. Pada minggu-minggu awal dibukanya mal, jumlah pengunjung bahkan hanya 20 persen dibanding sebelum adanya corona. Kendati begitu, secara bertahap kini jumlah pengunjung mulai meningkat.,""Terlihat sekali ada peningkatan, awal-awal 20 persen yang datang, awal minggu ini kita lihat sudah 30-40 persen pengunjung. Tapi kalau kita lihat historisnya di pasar ritel tahun-tahun lalu, masa setelah Lebaran itu masa paceklik, jadi jangan terlalu berharap,"" kata Ketua Umum APPBI Stefanus Ridwan, dalam webinar dalam webinar Kebangkitan sektor ritel di normal baru, Kamis (25/6).,Menurut Stefanus, angka pengunjung yang datang ke mal sekarang sudah bagus, dan yang terpenting sudah mulai bergerak roda-roda perekonomian. Karyawan mal-pun masuk lagi dan mendapatkan gajinya. Serta supplier sudah mulai memasukkan barang-barangnya ke toko.,""Jadi kita harus bersabar dengan ini, yang kita perlu adalah kedisiplinan masyarakat akan protokol kesehatan, sehingga mereka merasakan ketika datang berbelanja ke mal, suatu hal yang benar-benar aman dan menyenangkan,"" ujarnya.,Menurut Stefanus, optimisme itu harus tetap ada, meskipun keadaan saat ini masih dalam masa transisi new normal. Namun, dia yakin seiring berjalannya waktu sektor ritel modern bisa kembali normal secara bertahap.,Pada awalnya, dia berekspektasi jumlah pengunjung akan banyak ketika mal dibuka. Namun nyatanya masih di bawah ekspektasi. Dia pun berharap bahwa tenant-tenant atau penyewa-penyewa di mal bisa berjualan kembali, karena untung mereka sangat sedikit dikarenakan pembatasan jumlah pengunjung menjadi 50 persen saja.,Bahkan, untuk restoran yang di dalam mal juga dibatasi jumlah pengunjungnya hingga 30-40 persen, dikarenakan harus menerapkan protokol kesehatan ada jarak minimalnya 1 meter antar pengunjung .,Oleh karena itulah, dia meminta kepada pemerintah untuk membantu pihak pusat perbelanjaan, baik pemilik, dan tenant-tenant, agar mereka bisa dibantu terkait PPN, PPh, dan soal listriknya. Bila dilihat dari penghasilan penjual di ritel modern yang terbatas meskipun mal telah dibuka.,""Saya kira ini akan membantu para penyewa juga bisa bertahan lebih lama, sebab kalau penyewanya tidak tahan dia akan berhenti dan tutup, akhirnya mal yang sudah diizinkan buka akan tutup lagi, menurut saya perlu dibantu oleh pemerintah lebih cepat, apapun yang bisa dibantu supaya kita bisa bertahan dan melewati masa-masa kritis ini,"" pungkasnya. "
"Data Kadin Catat 6,4 Juta Orang di-PHK dan Dirumahkan Hingga Mei 2020"," Kamar Dagang dan Industri (Kadin) Indonesia mencatat bahwa pekerja yang kena Pemutusan Hubungan Kerja atau di-PHK mencapai 6,4 juta orang hingga Mei. Angka tersebut didapat berdasarkan laporan berkala dari seluruh asosiasi tergabung di dalam Kadin.,""Kebetulan saya di kadin di-update diinformasikan secara reguler asosiasi bisnis dengan asosiasi di bawah Kadin kita punya 200 asosiasi, dan juga pengusaha mereka memaparkan bahwa tekanan terhadap perekonomian ini makin lama makin besar dan pada saat itu ketidakpastian menjadi sangat tinggi,"" kata Ketua Umum Kadin, Rosan P Roeslani, dalam konferensi pers rilis SMRC, Kamis (25/6),Menurutnya, tidak adanya kepastian kapan pandemi covid-19 akan berakhir menimbulkan ketidakpastian yang sangat tinggi. Sehingga persepsi terhadap perekonomian yang berat itu menjadi sangat tinggi di pertengahan akhir-akhir bulan Mei.,""Nah kalau angka-angka Kami memang yang dirumahkan itu dan di PHK itu kalau di Kadin kurang lebih 6,4 juta orang, sedikit berbeda dengan angka dari Kementerian Ketenagakerjaan 2,8 juta orang. karena memang angka itu semakin menambah setiap bulannya,"" ujarnya.,Dia menyebutkan, Asosiasi transportasi Organisasi Angkutan Darat (Organda) melaporkan kepadanya bahwa sebanyak 1,4 juta orang yang dirumahkan dan PHK. Kemudian Asosiasi Pertekstilan Indonesia (API) menyampaikan 2,1 juta orang di-PHK, dan sektor perhotelan melaporkan kurang lebih 430.000 orang.,""Lebih dari 20.000 hotel yang tutup dan melapor dan kebanyakan yang melapor itu perhotelannya daerah Jawa Barat, padahal kita tahu Hotel di Bali banyak, tapi mereka tidak melaporkan, dan sektor lainnya,"" katanya.,Selain itu, ada juga Asosiasi Satpam yang melapor pada bulan April yang telah merumahkan pegawainya sebanyak 10 persen. Lalu bulan Mei mereka lapor kembali ke Kadin, yang dirumahkan dan di-PHK mencapai 60 persen.,""Memang yang dirumahkan dan di PHK itu makin bertambah, sehingga yang terdampak awal UMKM dan yang paling banyak, lalu pekerja yang pendidikannya relatif kurang tinggi seperti satpam dan yang lain-lain,"" ungkapnya.,Rosan mengakui bahwa lebih banyak orang yang dirumahkan atau sekitar 90 persen, dari pada yang ter-PHK 10 persen. Karena yang ter-PHK otomatis perusahaan harus mengeluarkan biaya pesangon untuk pegawainya.,""Padahal saat ini perusahaan sedang tidak dalam kapasitas yang sanggup untuk membayar pesangon,"" ungkapnya.,Meskipun saat ini PSBB sudah dilonggarkan, dan mulai banyak perusahaan yang beroperasi kembali. Namun menurut Rosan tetap saja produktivitas perusahaan akan menurun. Sebab, faktor physical distancing di dalam kantor dan pabrik, ditambah pembatasan orang dan shift kerja.,""Cost (biaya) mereka harus melengkapi protokol covid-19, masker, hand sanitizer dan protokol-protokol lainnya untuk pegawai yang menyebabkan pengusaha pendapatannya akan menurun, karena produktivitasnya juga menurun,"" pungkasnya.,Reporter: Tira Santia,Sumber: , "
Nilai Tukar Rupiah Melemah Dipicu Kekhawatiran Potensi Gelombang Kedua Covid-19," Nilai tukar atau kurs , yang ditransaksikan antarbank di , pada Kamis melemah karena dipicu kekhawatiran pasar terhadap potensi gelombang kedua pandemi Covid-19 dan proyeksi negatif Dana Moneter Internasional (IMF).,Rupiah ditutup melemah 45 poin atau 0,32 persen menjadi Rp14.175 per USD dari sebelumnya Rp14.130 per USD.,""Pelaku pasar kembali cemas dengan perkembangan penyebaran virus corona,"" kata Direktur PT TRFX Garuda Berjangka Ibrahim Assuaibi di Jakarta, Kamis.,Organisasi Kesehatan Dunia (WHO) mencatat, jumlah pasien positif corona di seluruh dunia per 24 Juni adalah 9,13 juta orang, bertambah 135.212 orang dibandingkan hari sebelumnya, lebih tinggi dibandingkan kenaikan pada 23 Juni yang sebanyak 133.328 orang.,Kenaikan kasus Covid-19 membuat sejumlah negara kembali menerapkan karantina wilayah (lockdown) meski lingkupnya terbatas.,Gubernur New York, New Jersey, dan Connecticut memerintahkan para pelancong dari sembilan negara bagian AS ke karantina selama 14 hari pada saat kedatangan ketika Covid-19 menunjukkan tanda-tanda melonjak di bagian selatan dan barat negara itu.,Sentimen lainnya, Dana Moneter Internasional (IMF) memangkas proyeksi ekonomi global pada 2020 karena melihat kerusakan yang lebih dalam dan lebih luas dari yang dipikirkan sebelumnya.,Ekonomi global diprediksi menyusut sebesar 4,9 persen, dibandingkan dengan kontraksi 3 persen yang diprediksi pada April lalu.,IMF juga memprediksi pertumbuhan ekonomi Indonesia akan berada di angka minus 0,3 persen pada 2020. Namun pada tahun berikutnya produk domestik bruto (PDB) RI diperkirakan akan kembali mencatatkan pertumbuhan lebih dari 6,1 persen.,""Rilis outlook tersebut sudah bisa diprediksi oleh pasar, namun outlook yang dirilis oleh IMF merupakan tantangan tersendiri bagi pemerintah dan Bank Indonesia agar lebih berhati-hati dalam mengambil kebijakan sehingga apa yang ditakutkan oleh IMF tidak terjadi,"" ujar Ibrahim.,Rupiah pada pagi hari dibuka menguat di posisi Rp14.115 per USD. Sepanjang hari, Rupiah bergerak di kisaran Rp14.115 per USD hingga Rp14.190 per USD.,Sementara itu, kurs tengah Bank Indonesia pada Kamis menunjukkan, , melemah menjadi Rp14.231 per USD dibanding hari sebelumnya di posisi Rp14.160 per USD. "
"Jalankan Program Rehabilitasi Hutan, KLHK Minta Tambahan Anggaran Rp5,3 Triliun"," Menteri Lingkungan Hidup dan Kehutanan (LHK), , mengusulkan tambahan anggaran dalam Pagu Indikatif Rencana Kerja dan Anggaran-Kementerian/Lembaga (RKA-K/L) dan Rencana Kerja Pemerintah-Kementerian/Lembaga (RKP-K/L) Tahun 2021 sebesar Rp5,34 triliun. Tambahan anggaran tersebut untuk mendukung kegiatan di Kementerian LHK, salah satunya program yang utama adalah rehabilitasi hutan.,""Program rehabilitasi hutan dan lahan seluas 135 ribu hektar akan menelan anggaran terbesar Rp2,23 triliun,"" katanya di ,, Kamis (25/6).,Di samping itu, program lain yang juga membutuhkan anggaran besar yakni pembangunan fasilitas pengolahan sampah untuk pembuatan bahan bakar berbasis sampah (Refuse Derived Fuel/RDF) sebesar Rp1,2 triliun.,Selanjutnya, program pembangunan agroforestry di Kesatuan Pengelolaan Hutan (KPH) seluas 387,07 ribu hektare senilai Rp442,6 miliar dan program pembangunan persemaian modern senilai Rp370 miliar.,Lalu, ada perhutanan sosial dan agroforestry pada kelompok tani Rp351,5 miliar, pencegahan kebakaran hutan dan lahan (karhutla) di 1.200 desa sebesar Rp186,16 miliar, belanja operasional perkantoran Rp 151,59 miliar, dan tuan rumah Conference of Parties (COP) 4 Minamata Rp151,31 miliar.,Anggota Komisi IV Dewan Perwakilan Rakyat (DPR), Slamet Ariyadi memberikan dukungan terhadap usulan tambahan anggaran Kementerian LHK, tapi dengan sejumlah syarat. Adapun syarat yang dimaksud adalah bisa memanfaatkan jejaring pesantren dalam pengelolaan sampah dan membuat inovasi pengelolaan sampah di tingkat desa.,""Kami memberikan dua syarat untuk penambahan anggaran Kementerian LHK. Pertama, melakukan pembinaan dan inovasi pesantren dalam mengelola lingkungan dan sampah serta kedua membuat inovasi pengolahan sampah di tingkat desa, satu desa, satu inovasi,"" jelas Slamet Ariyadi.,Menurut Politisi Fraksi PAN ini, pengelolaan sampah yang baik bisa memanfaatkan aparatur desa dan pesantren sebagai ujung tombaknya. Karena Indonesia ini adalah negara yang luas dan jumlah penduduknya yang padat.,""Kami juga mendorong Kementerian LHK untuk membuat terobosan baru untuk menangani sampah di lingkungan pesantren dan meminta KLHK membangun Instalasi Pengolahan Air Limbah (IPAL) Domestik di tingkat pesantren,"" pungkas Slamet. "
"Per 24 Juni, BLT Dana Desa Sudah Tersalur Ke 69.424 Desa dengan Nilai Rp4,3 Triliun"," Kementerian Desa, Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT) mencatat sebanyak 69.424 desa telah menerima Bantuan Langsung Tunai-Dana Desa (BLT-DD) hingga Rabu (24/6). Ini setara 93 persen dari total 74.953 desa yang akan menerima manfaat BLT-DD,""BLT-Dana Desa telah tersalur sebanyak 68.103 dari 74.953 desa hingga per Rabu kemarin. Atau setara 93 persen hingga hari ini,"" kata Menteri Pembangunan Daerah Tertinggal dan Transmigrasi (PDTT) Abdul Halim Iskandar, dalam pernyataannya di ,, Kamis (24/6).,Selain itu, tercatat sebanyak 7.318.586 Keluarga Penerima Manfaat (KPM) telah menerima BLT-DD. Untuk anggaran yang disalurkan mencapai Rp4,308 triliun.,Sampai saat ini, mayoritas penerima BLT-DD ialah masyarakat berprofesi petani dan buruh tani. Sebab, kementeriannya mencatat 88 persen penerima manfaat bantuan ini ialah kelompok masyarakat dengan profesi tersebut.,Selanjutnya, pelaku Usaha Mikro Kecil dan Menengah atau UMKM menduduki peringkat kedua sebagai penerima manfaat BLT-DD. Kementerian mencatat hingga Rabu (23/6), sebesar 5 persen penerima manfaat BLT-DD ialah masyarakat pelaku UMKM,Nelayan dan buruh nelayan sendiri ada di posisi ketiga kelompok profesi penerima BLT-DD dengan angka presentase mencapai 4 persen. Lalu, buruh pabrik dengan persentase 2 persen dan guru yang mencapai presentase 1 persen.,Adapun, BLT-DD ditargetkan menyentuh 7,9 juga keluarga penerima manfaat (KPM). Dengan syarat utama KPM tidak sedang menerima bantuan sosial lainnya atau KPM yang anggota keluarganya mempunyai riwayat penyakit kronis.,Oleh karenanya, dia mendorong pemerintah desa segera melakukan musyawarah desa khusus (Musdesus). Wadah demokratis ini dijalankan untuk menetapkan keluarga penerima manfaat (KPM) BLT Dana Desa. Setelah daftar ini diumumkan, langsung dana desa siap dibagikan kepada KPM. "
